comment,cleaned_comment,lang
 @christianwilysoncitra3077  lah emangnya yg buat UU Presiden apa DPR..itukan wakil rakyat katanya...Presiden ya g bisa buat yuu mbakyuuuu...,christianwilysoncitra  lah emangnya yg buat uu presiden apa dpritukan wakil rakyat katanyapresiden ya g bisa buat yuu mbakyuuuu,id
" @Cheguevara0907  bukannya ada Perpres atau apa itu namanya dan kalaupun DPR ga setuju sebagai presiden ngomong dong ke media bilang uu hukuman mati dan perampasan aset yang ingin saya buat dihalangi DPR liat rakyat asli bukan DPR yang cuma bisa ngomong demi rakyat doang, pasti seluruh rakyat asli bakalan maju kalau perlu sampai ke MK juga pasti sah UU hukuman mati dan perampasan aset khusus koruptor 👍😅 demi sang presiden yang benar benar mau berantas korupsi pasti rakyat dukung kok, sebagai presiden pilihan rakyat kan 🤔",cheguevara  bukannya ada perpres atau apa itu namanya dan kalaupun dpr ga setuju sebagai presiden ngomong dong ke media bilang uu hukuman mati dan perampasan aset yang ingin saya buat dihalangi dpr liat rakyat asli bukan dpr yang cuma bisa ngomong demi rakyat doang pasti seluruh rakyat asli bakalan maju kalau perlu sampai ke mk juga pasti sah uu hukuman mati dan perampasan aset khusus koruptor  demi sang presiden yang benar benar mau berantas korupsi pasti rakyat dukung kok sebagai presiden pilihan rakyat kan,id
"silahkan mencalonkan diri untuk jadi hakim dan menghakimi korupsi pak, atau perlu saya bantu pendaftarannya ?",silahkan mencalonkan diri untuk jadi hakim dan menghakimi korupsi pak atau perlu saya bantu pendaftarannya,id
" @christianwilysoncitra3077  lah kalo Perpres ia oke...akan tetapi sebagai kekuatan hukum pastinya tidak sekuat yang namanya UU bisa di tuntut balik nantinya, sama pelaku pelaku korup..akan tetapi kalo UU itu mutlak suara rakyat yg menjadi pengadil....",christianwilysoncitra  lah kalo perpres ia okeakan tetapi sebagai kekuatan hukum pastinya tidak sekuat yang namanya uu bisa di tuntut balik nantinya sama pelaku pelaku korupakan tetapi kalo uu itu mutlak suara rakyat yg menjadi pengadil,id
"@Cheguevara0907  makanya buat pengumuman dulu aja ke publik minta pengawalan rakyat ke DPR, seperti saat kampanye pasti dikawal dan kalau DPR berani nolak untuk mensahkan Perpres yang harus dijadikan UU hukuman mati dan perampasan aset maka tinggal tunjuk aja yang nolak siapa dan masukkan ke daftar hitam KPK lalu tinggal incar aja Uda pasti koruptor kan 🤔 orang yang peduli negara, orang bersih dan patriotisme sejati, pasti setuju dan saya yakin ga 100% orang DPR nolak semuanya untuk mensahkan UU itu, di DPR juga pasti kepecah belah dan pada akhirnya akan disahkan juga jika presiden sudah memberi mandat mutlak untuk mensahkan secepatnya 🤔 lalu lanjutkan ke MK biar UU nya makin paten 🤔 dah kelar walau terlihat simple tapi nyatanya susah asal presiden niat saya rasa pasti berhasil kok disahkan karna rakyat pasti akan mengawal untuk terbitnya UU ini demi melindungi APBN dan demi perkembangan bangsa jadi negara maju yang bebas korupsi 👍",cheguevara  makanya buat pengumuman dulu aja ke publik minta pengawalan rakyat ke dpr seperti saat kampanye pasti dikawal dan kalau dpr berani nolak untuk mensahkan perpres yang harus dijadikan uu hukuman mati dan perampasan aset maka tinggal tunjuk aja yang nolak siapa dan masukkan ke daftar hitam kpk lalu tinggal incar aja uda pasti koruptor kan  orang yang peduli negara orang bersih dan patriotisme sejati pasti setuju dan saya yakin ga  orang dpr nolak semuanya untuk mensahkan uu itu di dpr juga pasti kepecah belah dan pada akhirnya akan disahkan juga jika presiden sudah memberi mandat mutlak untuk mensahkan secepatnya  lalu lanjutkan ke mk biar uu nya makin paten  dah kelar walau terlihat simple tapi nyatanya susah asal presiden niat saya rasa pasti berhasil kok disahkan karna rakyat pasti akan mengawal untuk terbitnya uu ini demi melindungi apbn dan demi perkembangan bangsa jadi negara maju yang bebas korupsi,id
Yah kalo yg ini sih cuman bikin mbak Nana makin emosi,yah kalo yg ini sih cuman bikin mbak nana makin emosi,id
Jangan bang/mba bisa ngompol keringat dingin nanti ato malah tidur 😂😂😂😂😂,jangan bangmba bisa ngompol keringat dingin nanti ato malah tidur,id
wkwkwkwk... ente ya kadang kadang,wkwkwkwk ente ya kadang kadang,id
Waduh bisa bisa gabisa tidur 1 priode😂,waduh bisa bisa gabisa tidur  priode,id
"jawabannya nanti diakhiri dengan ""AI""  😂😂",jawabannya nanti diakhiri dengan ai,id
"Nanti klo di tanya, suruh tanya presiden, tanya mentrinya ajh, bingung yg nanya malahan",nanti klo di tanya suruh tanya presiden tanya mentrinya ajh bingung yg nanya malahan,id
Boleh juga nih sarannya. Biar adil.,boleh juga nih sarannya biar adil,id
"Hahahaha, wapres itu gak ada tugas nya kecuali di minta presiden, pak Maruf amin aja cuma sarungan doang tugas nya,ente jangan terlalu lama memelihara pedih hati bisa berakibat patal buat kesehatan qolbu",hahahaha wapres itu gak ada tugas nya kecuali di minta presiden pak maruf amin aja cuma sarungan doang tugas nyaente jangan terlalu lama memelihara pedih hati bisa berakibat patal buat kesehatan qolbu,id
Skalian aja ajak si firdaus yg punya gunung itu 😂,skalian aja ajak si firdaus yg punya gunung itu,id
"Dengarkan baik2 makanya, ini acara undangan dr presiden, bukan acaranya jurnalis.",dengarkan baik makanya ini acara undangan dr presiden bukan acaranya jurnalis,id
" @blankonplay8196  sadar km ya, tuh belain gibran, yg ada di buly, mudah""an otak loh skrg ke buka",blankonplay  sadar km ya tuh belain gibran yg ada di buly mudahan otak loh skrg ke buka,id
@alfaismom1974  hahaha.. Bener jg yah,alfaismom  hahaha bener jg yah,id
"Jangan bang, nanti bahas AI mulu wakakakak",jangan bang nanti bahas ai mulu wakakakak,id
Mas Gubran cerdas kok...kalau gak cerdas gak mungkin jadi wakil presiden,mas gubran cerdas kokkalau gak cerdas gak mungkin jadi wakil presiden,id
Gibran terbukti dengan gaya kepemimpinan nya yang introvert ❤,gibran terbukti dengan gaya kepemimpinan nya yang introvert,id
"​​ @somadjubaedi5886  wuih sejak kapan bisa ada wapres gada tugasnya kecuali diminta 😂😂 elu sih baru lahir di jamannya maruf amin, liat noh dari jaman habibie msh jd wapres sampe jusuf kalla semua pada kerja wkwk",somadjubaedi  wuih sejak kapan bisa ada wapres gada tugasnya kecuali diminta  elu sih baru lahir di jamannya maruf amin liat noh dari jaman habibie msh jd wapres sampe jusuf kalla semua pada kerja wkwk,id
Jawabannya ya nda tau ko tanya saya hahaha,jawabannya ya nda tau ko tanya saya hahaha,id
​ @ekzwaivien kocak lu..mana bisa bhas AI klo tdak sesuai pertanyaan....sdgkan jurnalis mmpersiapkan pertanyaan yg lagi rame jdi bhan perdebatan..sekelas lu pun belom tentu lebih cerdas dari mas gibran..sekelas lu pandai mrendahkan orang  lain..kliatan dari cara komen anda,ekzwaivien kocak lumana bisa bhas ai klo tdak sesuai pertanyaansdgkan jurnalis mmpersiapkan pertanyaan yg lagi rame jdi bhan perdebatansekelas lu pun belom tentu lebih cerdas dari mas gibransekelas lu pandai mrendahkan orang  lainkliatan dari cara komen anda,id
" @mawarputih1214  gw komen santai cuma becanda ye, napa lu sewot sendiri dah wakakakak",mawarputih  gw komen santai cuma becanda ye napa lu sewot sendiri dah wakakakak,id
Diajak main tamiya aja wapresnya,diajak main tamiya aja wapresnya,id
"Saya fans nya pk gibran,krn dia kerja nyata bukan cuma berdiam dri.",saya fans nya pk gibrankrn dia kerja nyata bukan cuma berdiam dri,id
"​ @rahmanmaulana2776 emang lu pintar,",rahmanmaulana emang lu pintar,id
​ @justicejustice1474 kata siapa? Najwa jd Njw kalo bahas keluarga Mul. Vokalnya ilang,justicejustice kata siapa najwa jd njw kalo bahas keluarga mul vokalnya ilang,id
Ditunggu yg versi Wapres yg katanya punya program unggulan Laporas Wapres,ditunggu yg versi wapres yg katanya punya program unggulan laporas wapres,id
Yah kalo wapres mending gak perlu. Buang2 waktu aja.,yah kalo wapres mending gak perlu buang waktu aja,id
Mas wapres donk di undang😂😂😂,mas wapres donk di undang,id
Di kira ini acara mbak nana😂😂 wong mbak nananya yang diundang,di kira ini acara mbak nana wong mbak nananya yang diundang,id
Nanti mati berdiri wkwkwk,nanti mati berdiri wkwkwk,id
"Fans nya gak peduli, yang penting 5 tahun sekali dpt bansos",fans nya gak peduli yang penting  tahun sekali dpt bansos,id
"klo ini ada pilihan pertanyaan nya mas gbisa bebas, yg divideo aja ga ngerti apalagi yg satunya",klo ini ada pilihan pertanyaan nya mas gbisa bebas yg divideo aja ga ngerti apalagi yg satunya,id
Jangan nanti ngadu ke bapaknya,jangan nanti ngadu ke bapaknya,id
"udh liat blm postingan dari buzzernya yg blang ""akhirnya mba nana join the club"" jadi mungkin ya supporternya ini gatau ngerti gatau engga, jadi kalopun undang wakilnya ttep gakan tercerahkan si",udh liat blm postingan dari buzzernya yg blang akhirnya mba nana join the club jadi mungkin ya supporternya ini gatau ngerti gatau engga jadi kalopun undang wakilnya ttep gakan tercerahkan si,id
"​ @ekzwaivien  Emang KLO orng lagi panik semua di bawa serius, wkaiwaow sabar ya bang 😂",ekzwaivien  emang klo orng lagi panik semua di bawa serius wkaiwaow sabar ya bang,id
"Ya sy setuju , biar fansnya lebih berpikir...membuka pikiran mereka yg selama ini di penjara oleh pikir-pikiran .......😅",ya sy setuju  biar fansnya lebih berpikirmembuka pikiran mereka yg selama ini di penjara oleh pikirpikiran,id
" @alfaismom1974 jangan gitu bang gabaik, penghinaan itu buat fajar sadboy wkwkw",alfaismom jangan gitu bang gabaik penghinaan itu buat fajar sadboy wkwkw,id
Mending gausah bang nanti kita malu sendiri,mending gausah bang nanti kita malu sendiri,id
Ikut join sepuh-sepuh pengangguran ✋️😁,ikut join sepuhsepuh pengangguran,id
"Saya sambal makan,sambil nyuapin anak2.. sambil nunggu kalimat2 celetukan baru dari Presiden 😂",saya sambal makansambil nyuapin anak sambil nunggu kalimat celetukan baru dari presiden,id
"Akuu, liat di X nya Baskara jadi penasaran hehee",akuu liat di x nya baskara jadi penasaran hehee,id
Nonton sambil buat laporan awal bulan setelah lama libur lebaran,nonton sambil buat laporan awal bulan setelah lama libur lebaran,id
Sambil nyetir otw kantor setelah beristirahat sekian lama,sambil nyetir otw kantor setelah beristirahat sekian lama,id
Sambil ngerjain kuku klien,sambil ngerjain kuku klien,id
"Dari segitu banyaknya orang kok ga ada yang nanya soal pertanyaan saya ini ke pak Prabowo yah kenapa yah 🤔

Mba najwa lain kali tolong bantu tanya ke pak Prabowo yah 😊

- Kapan UU hukuman mati dan perampasan aset koruptor khusus bagi koruptor yang merugikan negara dan menyedot APBN bisa diresmikan secepatnya 

- Lalu kapan pertambangan minyak bumi skala besar diseluruh wilayah Indonesia bisa dibangun besar besaran sampai 1 triliun barel perbulannya biar Indonesian jadi raja minyak mentah dunia dan ga perlu impor minyak mentah lagi selamanya 

- Kapan pabrik atau kilang minyak kelapa sawit dibangun di tiap propinsi di seluruh Indonesia agar tidak terjadi kelangkaan bahan bakar di masa depan kelak jika terjadi keterlambatan pengiriman dari jakarta 

- Kapan Indonesia punya Microsoft office sendiri dan google sendiri seperti China yang bebas dari produk Amerika 

- Kapan pulau sumatera, Sulawesi, Papua, Kalimantan dibangun jalur kereta api penumpang dan kereta api barang serta bandara dan jalan tol lalu pelabuhan agar ke empat pulau itu punya jalur transportasi skala besar juga seperti pulau Jawa agar investor asing bisa bangun pabrik di pulau manapun di Indonesia karna transportasi murah dan banyak ragamnya seperti pulau Jawa agar bisa serap banyak tenaga kerja di daerah agar terjadi pemerataan antara tiap pulau pondasi Indonesia sehingga ga harus pergi ke Jakarta buat cari kerja

- Tolong anggaran untuk BPJS kesehatan ditambah agar fasilitas kesehatan bagi rakyat bisa lebih tinggi dan bisa berobat ke IGD rumah sakit manapun tanpa syarat apapun karna banyak rumah sakit menolak pasien masuk IGD dengan berbagai alasan sampai sang pasien mati dengan sendiri tanpa diberikan pertolongan pertama 

Itu saja pertanyaan saya semoga bisa disampaikan semuanya terima kasih 🙏","dari segitu banyaknya orang kok ga ada yang nanya soal pertanyaan saya ini ke pak prabowo yah kenapa yah 

mba najwa lain kali tolong bantu tanya ke pak prabowo yah 

 kapan uu hukuman mati dan perampasan aset koruptor khusus bagi koruptor yang merugikan negara dan menyedot apbn bisa diresmikan secepatnya 

 lalu kapan pertambangan minyak bumi skala besar diseluruh wilayah indonesia bisa dibangun besar besaran sampai  triliun barel perbulannya biar indonesian jadi raja minyak mentah dunia dan ga perlu impor minyak mentah lagi selamanya 

 kapan pabrik atau kilang minyak kelapa sawit dibangun di tiap propinsi di seluruh indonesia agar tidak terjadi kelangkaan bahan bakar di masa depan kelak jika terjadi keterlambatan pengiriman dari jakarta 

 kapan indonesia punya microsoft office sendiri dan google sendiri seperti china yang bebas dari produk amerika 

 kapan pulau sumatera sulawesi papua kalimantan dibangun jalur kereta api penumpang dan kereta api barang serta bandara dan jalan tol lalu pelabuhan agar ke empat pulau itu punya jalur transportasi skala besar juga seperti pulau jawa agar investor asing bisa bangun pabrik di pulau manapun di indonesia karna transportasi murah dan banyak ragamnya seperti pulau jawa agar bisa serap banyak tenaga kerja di daerah agar terjadi pemerataan antara tiap pulau pondasi indonesia sehingga ga harus pergi ke jakarta buat cari kerja

 tolong anggaran untuk bpjs kesehatan ditambah agar fasilitas kesehatan bagi rakyat bisa lebih tinggi dan bisa berobat ke igd rumah sakit manapun tanpa syarat apapun karna banyak rumah sakit menolak pasien masuk igd dengan berbagai alasan sampai sang pasien mati dengan sendiri tanpa diberikan pertolongan pertama 

itu saja pertanyaan saya semoga bisa disampaikan semuanya terima kasih",id
Betul 😂😂😂😂,betul,id
Ganti lu aja bang presiden nya,ganti lu aja bang presiden nya,id
" @YusfianaAndrian lah kocak , emg bener kaya gitu. Ganti sama yg lebih kompeten",yusfianaandrian lah kocak  emg bener kaya gitu ganti sama yg lebih kompeten,id
"​ @YusfianaAndrian Lah kok gitu, pola pikir apa macam ini😂",yusfianaandrian lah kok gitu pola pikir apa macam ini,id
​ @YusfianaAndrian kocak😂,yusfianaandrian kocak,id
Dari awal debat capres aja udah keliatan kok,dari awal debat capres aja udah keliatan kok,id
"​ @heromojokertensis9219 yang heran yg milih kok bisa ya, udah kliatan jelas gitu :')",heromojokertensis yang heran yg milih kok bisa ya udah kliatan jelas gitu,id
"Tp herannya, sebegitu bodohnya kah orang2 yg mendukungnya smpai ga bisa menilai beliau dari sebanyak itu ucapannya? Knapa msh banyak yg mendukung. Kdg saya beneran ga bisa berkata2 lagi...",tp herannya sebegitu bodohnya kah orang yg mendukungnya smpai ga bisa menilai beliau dari sebanyak itu ucapannya knapa msh banyak yg mendukung kdg saya beneran ga bisa berkata lagi,id
Ada tipe orang yg g pinter ngomong tapi sat set dalam bertindak 😊,ada tipe orang yg g pinter ngomong tapi sat set dalam bertindak,id
​ @heromojokertensis9219 menang karena nangis😂,heromojokertensis menang karena nangis,id
yak betul,yak betul,id
"​ @fernandopangkalan  pemimpin itu cerminan kualitas rakyat kita om.. jadi ya jangan salah kalo bangsa ini msh begini2 aja.. ya 58% rakyatnya masih begini. Disumpel Bansos langsung selesai. Lawak emang.

Tapi yang jd korban kegoblokan 58 % ya sisanya itu","fernandopangkalan  pemimpin itu cerminan kualitas rakyat kita om jadi ya jangan salah kalo bangsa ini msh begini aja ya  rakyatnya masih begini disumpel bansos langsung selesai lawak emang

tapi yang jd korban kegoblokan   ya sisanya itu",id
"​ @DibzZgbj  bedanya Prabowo itu ga pinter ngomong, kerja juga ga pinter😂",dibzzgbj  bedanya prabowo itu ga pinter ngomong kerja juga ga pinter,id
"​​ @KayViel  sumpah iya banget 😂 dr jaman jokowi udah kenyang kata2 ada yg ga pinter ngomong, tp kerjanya cakap. Faktanya jokowi udah ga pinter ngomong, kinerja... yah monggo diliat sendiri sehancur apa Indonesia dibuatnya 😂😂😂",kayviel  sumpah iya banget  dr jaman jokowi udah kenyang kata ada yg ga pinter ngomong tp kerjanya cakap faktanya jokowi udah ga pinter ngomong kinerja yah monggo diliat sendiri sehancur apa indonesia dibuatnya,id
"​​ @fernandopangkalan bisa karna faktor mungkin kayak ngefans (taulah kalo udah ngefans pasti buta, namanya suka pasti bisa aja walau ga bener tetep suka), atau karna kena konten"" yang emosional ttg pak Prabowo misalnya mgkin pak Prab berkali"" udah kalah jd saatnya dia jd presiden, atau konten lainnya, atau fomo milih krn banyak org yg milih prabowo, atau bisa kena karna Pak Prabowo kan di istilahnya sorry ya kek di backing sama pak Jokowi (ada bayang"" (Jokowi dari Gibran) nah penyuka Jokowi nih milih Prabowo deh... Atau bisa karna pilpres kemarin kan banyak gen z yang partisipasi cmiiw ya, bukan nyalahin, cm terkadang krn itu pilpres pertama kalinya gen z, dan mgking bbrapa diantara mreka ada yg males mempelajari politik jdnya mreka yaudahlah yg pnting milih, jdnya milih 02, atau krn udah ga bljr lbh dlm ttg politik trus liat kalo wihh ada nih wakil presiden yg usianya muda, tertariklah dia milih 02 krn anak muda dianggap bisa lbh ""oke"". 🙂",fernandopangkalan bisa karna faktor mungkin kayak ngefans taulah kalo udah ngefans pasti buta namanya suka pasti bisa aja walau ga bener tetep suka atau karna kena konten yang emosional ttg pak prabowo misalnya mgkin pak prab berkali udah kalah jd saatnya dia jd presiden atau konten lainnya atau fomo milih krn banyak org yg milih prabowo atau bisa kena karna pak prabowo kan di istilahnya sorry ya kek di backing sama pak jokowi ada bayang jokowi dari gibran nah penyuka jokowi nih milih prabowo deh atau bisa karna pilpres kemarin kan banyak gen z yang partisipasi cmiiw ya bukan nyalahin cm terkadang krn itu pilpres pertama kalinya gen z dan mgking bbrapa diantara mreka ada yg males mempelajari politik jdnya mreka yaudahlah yg pnting milih jdnya milih  atau krn udah ga bljr lbh dlm ttg politik trus liat kalo wihh ada nih wakil presiden yg usianya muda tertariklah dia milih  krn anak muda dianggap bisa lbh oke,id
Kudu bnyk d maklum...sudah sepuh😢,kudu bnyk d maklumsudah sepuh,id
"4,5 tahun lagi bg, mau segelap apalagi Indonesia ini..",tahun lagi bg mau segelap apalagi indonesia ini,id
mending kalo cuma 4 tahun.. nah kalo ternyata jadi 10 periode harus sabar gimana ya🥲,mending kalo cuma  tahun nah kalo ternyata jadi  periode harus sabar gimana ya,id
Terlalu cerdas pilihan rakyat 58%,terlalu cerdas pilihan rakyat,id
​ @Rhamadan17 klo udah Sepuh kenapa nyalon presiden kak.. 😅😅😅 semoga jawaban iki cuma satir/sarkas saja. 😅😅😅,rhamadan klo udah sepuh kenapa nyalon presiden kak  semoga jawaban iki cuma satirsarkas saja,id
Mending yg sekarang daripada yg sblm nya...,mending yg sekarang daripada yg sblm nya,id
Kaum IQ jongkok berkumpul dsni 🤣,kaum iq jongkok berkumpul dsni,id
 @alqadryalfiansyah6824  termasuk kakaknya juga kak.. Kan kakak ikut ngumpul. 😄,alqadryalfiansyah  termasuk kakaknya juga kak kan kakak ikut ngumpul,id
​ @abdulmukti9548 ?? Anda kenapa?,abdulmukti  anda kenapa,id
anak abah selalu berisik,anak abah selalu berisik,id
 @erilnawi5428  bedakan berisik sama kritis,erilnawi  bedakan berisik sama kritis,id
"​ @erilnawi5428 bung, ini bukan masalah anak abah, anak mak bapak kau, tapi ini masalah seorang presiden yang tidak menjawab sama sekali pertanyaan dari wartawan. Gimana dia mau mengambil keputusan genting kedepannya terkait masalah2 yg ditanyakan itu atau malah masalah2 yg lebih kompleks lagi, misalnya... perang dagang atau perang sesungguhnya??",erilnawi bung ini bukan masalah anak abah anak mak bapak kau tapi ini masalah seorang presiden yang tidak menjawab sama sekali pertanyaan dari wartawan gimana dia mau mengambil keputusan genting kedepannya terkait masalah yg ditanyakan itu atau malah masalah yg lebih kompleks lagi misalnya perang dagang atau perang sesungguhnya,id
"​ @israelbessie217 apasih, kenapa emang kalau yg komen oposisi? salah ya jadi oposisi?",israelbessie apasih kenapa emang kalau yg komen oposisi salah ya jadi oposisi,id
"​ @erilnawi5428 wkwkwk dripada diam² aja, Presiden nya sdh jelas bgini kualitas nya , kita diam² aja? harus nikmati gitu?",erilnawi wkwkwk dripada diam aja presiden nya sdh jelas bgini kualitas nya  kita diam aja harus nikmati gitu,id
Terendah di asia per hari ini vietnam dan kedua laos,terendah di asia per hari ini vietnam dan kedua laos,id
Tapi kata Prabowo Alhamdulillah kita kita tidak separah negara2 lain yg Krisis beras katanya... Adohh kocak kocakkk😅,tapi kata prabowo alhamdulillah kita kita tidak separah negara lain yg krisis beras katanya adohh kocak kocakkk,id
" @oswalmeo1238  nih gw terangin ya. Cita2 pak Prabowo itu d saat kampanye dan tadi juga d sebutkan ingin membuat petani kita sejahtera seperti d luar negeri tapi tolak ukurnya Indonesia saat sekarang tdk kena Krisis beras seperti di negara2 tetangga yg ngga tau negara mana tau yg krisis yg d maksud Prabowo. 
Mksd gw masa cuma karena Indonesia kaga kena Krisis beras aj jadi dia banggga dan seolah2 cita2 dia swasembada pangan Udeh tercapai. Kan taeee itu...","oswalmeo  nih gw terangin ya cita pak prabowo itu d saat kampanye dan tadi juga d sebutkan ingin membuat petani kita sejahtera seperti d luar negeri tapi tolak ukurnya indonesia saat sekarang tdk kena krisis beras seperti di negara tetangga yg ngga tau negara mana tau yg krisis yg d maksud prabowo 
mksd gw masa cuma karena indonesia kaga kena krisis beras aj jadi dia banggga dan seolah cita dia swasembada pangan udeh tercapai kan taeee itu",id
"Bentar lagi BBM pasti naik, karena patokan harga bbm mengikuti dollar/barel",bentar lagi bbm pasti naik karena patokan harga bbm mengikuti dollarbarel,id
"Lagian knp selalu beras tolak ukur swasembada pangan, bukannya beras itu sumber utama org kena diabetes.. coba berdayakan sumber lain .. kan Indonesia katanya kaya.",lagian knp selalu beras tolak ukur swasembada pangan bukannya beras itu sumber utama org kena diabetes coba berdayakan sumber lain  kan indonesia katanya kaya,id
Kuatkan produksi dalam negri 🎉😊,kuatkan produksi dalam negri,id
Hah? Maksud Lo Anis dan Ganjar bisa menurunkan dolar yang lagi naik satu dunia ini? Hebat bnget ya melebihi xi jimping dan Putin 🤢😂. Diamerika ajah dolar naik..,hah maksud lo anis dan ganjar bisa menurunkan dolar yang lagi naik satu dunia ini hebat bnget ya melebihi xi jimping dan putin  diamerika ajah dolar naik,id
"Ya Lo dukung ajah, calon wakil presiden cak Imin masuk kebinet pak Prabowo gak merubah apapun itu. Udah lewat setahun masih ajah setres",ya lo dukung ajah calon wakil presiden cak imin masuk kebinet pak prabowo gak merubah apapun itu udah lewat setahun masih ajah setres,id
"​ @InaraZafran ini salah satu dosa pak harto sih, semua orang indonesia ""dipaksa"" makan beras",inarazafran ini salah satu dosa pak harto sih semua orang indonesia dipaksa makan beras,id
​ @gavurmen2031 perlahan dan step by step pastinya. Da dia juga pukan tukang sulap yang langsung bisa sulap jadi. Gak ada yg instan di dunia ini. Cuma rencana dia menurut saya sudah on the track hanya saja butuh waktu. Saya yang bisa rubah semuanya dengan sekilat dan cepat atau mudah membalikan telapak tangan. Lu kira negara ini kecil cuma daerah lu doang. Luass ini Indonesia. Masalah nya juga bnyak .,gavurmen perlahan dan step by step pastinya da dia juga pukan tukang sulap yang langsung bisa sulap jadi gak ada yg instan di dunia ini cuma rencana dia menurut saya sudah on the track hanya saja butuh waktu saya yang bisa rubah semuanya dengan sekilat dan cepat atau mudah membalikan telapak tangan lu kira negara ini kecil cuma daerah lu doang luass ini indonesia masalah nya juga bnyak,id
"Era Jokowi dollar 15-16 rb camkan itu
Bukan ujug"" langsung melejit
Dampak itu masih terasa karna ini bukan sulap yg langsung beres
Emang lu doang yg kena imbasnya
Sebelum pak Prabowo presiden gw juga dh terdampak usaha bangkrut 
Banyak kawan"" sya yg terdampak era si nganu dan banteng
Terus maunya wayang lagi gitu yg jadi 
Jokowi aja muak di bilang petugas/wayang
Makannya periode ke 2 nggandeng pak Prabowo
Semua butuh proses","era jokowi dollar  rb camkan itu
bukan ujug langsung melejit
dampak itu masih terasa karna ini bukan sulap yg langsung beres
emang lu doang yg kena imbasnya
sebelum pak prabowo presiden gw juga dh terdampak usaha bangkrut 
banyak kawan sya yg terdampak era si nganu dan banteng
terus maunya wayang lagi gitu yg jadi 
jokowi aja muak di bilang petugaswayang
makannya periode ke  nggandeng pak prabowo
semua butuh proses",id
"@ananda86-g5f  nah Iah setuju. butuh waktu dan proses. Karena faktor rupiah lemah ituh juga ada 1. Faktor external dan 2. Faktor domestik. 

Saat ini semua juga sulit. Nah ini dia juga sedang berusaha. . 

Sekarang mah kita pinter2 cari rezeki saja supaya bisa menuhi kebutuhan dan terus berusaha.","anandagf  nah iah setuju butuh waktu dan proses karena faktor rupiah lemah ituh juga ada  faktor external dan  faktor domestik 

saat ini semua juga sulit nah ini dia juga sedang berusaha  

sekarang mah kita pinter cari rezeki saja supaya bisa menuhi kebutuhan dan terus berusaha",id
Dan kita masih bangga pakai produk impor kaaaan😂,dan kita masih bangga pakai produk impor kaaaan,id
"Udah jelas faktor terbesar karena ga ada kepastian hukum, mereka bikin undang2 semaunya skrg
Investor pada kabur

Ini masih belum paham? 
Wahai penjilat
Kalian ini mau ngancurin Indonesia ya?","udah jelas faktor terbesar karena ga ada kepastian hukum mereka bikin undang semaunya skrg
investor pada kabur

ini masih belum paham 
wahai penjilat
kalian ini mau ngancurin indonesia ya",id
"mbah gua umur 106 tahun , sehari makan nasi 3x , alhamdulilah sehat² aja , jadi bukan beras yaa , balik lagi ke pola hidup 😊​ @InaraZafran ",mbah gua umur  tahun  sehari makan nasi x  alhamdulilah sehat aja  jadi bukan beras yaa  balik lagi ke pola hidup  inarazafran,id
Kalau udah begini yg gelap bakal jadi kegelapan abadi,kalau udah begini yg gelap bakal jadi kegelapan abadi,id
"haha si anak abah main di sini juga ya, biasanya pd saut2an n nongkrong di TEMPO 😅😂",haha si anak abah main di sini juga ya biasanya pd sautan n nongkrong di tempo,id
" @haryakbar5884  pointnya setiap daerah itu setiap daerah punya sumber pangannya masing2 , jgn di pukul rata beras semua.. yah menurut jurnal itu sih yg aku baca mbahh",haryakbar  pointnya setiap daerah itu setiap daerah punya sumber pangannya masing  jgn di pukul rata beras semua yah menurut jurnal itu sih yg aku baca mbahh,id
Yaa. Maka nya bilang sama orang-orang kalo udah kaya jangan pada nimbun dolar dan cintailah produk2 dalam negeri.,yaa maka nya bilang sama orangorang kalo udah kaya jangan pada nimbun dolar dan cintailah produk dalam negeri,id
Iranian Rial paling rendah di ASIA ..,iranian rial paling rendah di asia,id
"​ @gavurmen2031 
dia pake jurus org lain utk ikut dlm kesalahannya","gavurmen 
dia pake jurus org lain utk ikut dlm kesalahannya",id
"​ @gavurmen2031  Iyakan, salah bgt pemikirannya kalo gitu indonesia tidak akan maju² malah semakin mundur",gavurmen  iyakan salah bgt pemikirannya kalo gitu indonesia tidak akan maju malah semakin mundur,id
​ @gavurmen2031 berarti nunggu sampe krisis apa ya,gavurmen berarti nunggu sampe krisis apa ya,id
" @ananda86-g5f  VISI MISI PRABOWO ADALAH BERKELANJUTAN DARI JOKOWI,PILIH PRABOWO DAPATNYA JOKOWI ,PAHAM????",anandagf  visi misi prabowo adalah berkelanjutan dari jokowipilih prabowo dapatnya jokowi paham,id
