comment,cleaned_comment,lang
"​ @agungtmarfiani2315 dongo, mauny ya kalaua prabowo objektif lahhh.. lihat Program MBG liat banyak siswa yang keracunan karna makanan basi, anak anak papua demo menolak MBG lebih baik dipake untuk sekolah gratis..  gimana? bukan baiknya doang, kasih solusi dari kekurangan programnya jugaa",agungtmarfiani dongo mauny ya kalaua prabowo objektif lahhh lihat program mbg liat banyak siswa yang keracunan karna makanan basi anak anak papua demo menolak mbg lebih baik dipake untuk sekolah gratis  gimana bukan baiknya doang kasih solusi dari kekurangan programnya jugaa,id
"⁠ @basalamahalam5888 ada kasus keracunan, tp gak tiap hari. Tp bukan berarti MBG gak jalan.
Hari ini pendidikan SD-SMA negeri kan sudah gratis","basalamahalam ada kasus keracunan tp gak tiap hari tp bukan berarti mbg gak jalan
hari ini pendidikan sdsma negeri kan sudah gratis",id
"​ @basalamahalam5888  masih uji coba dapurnya aja baru beberapa selesai dibangun, itu ada beberapa titik yg vendornya kurang siap masih adaptasi belajar",basalamahalam  masih uji coba dapurnya aja baru beberapa selesai dibangun itu ada beberapa titik yg vendornya kurang siap masih adaptasi belajar,id
"@ Yap saya ga bilang ga jalan pak, coba baca lagi, saya ingin objektif aja kalau memang masih terdapat kekurangan ya perbaiki bukan terus terusan menutup kekurangan tersebut, itu yang saya sebut hanya beberapa contoh sedikitnya kasus dari program MBG",yap saya ga bilang ga jalan pak coba baca lagi saya ingin objektif aja kalau memang masih terdapat kekurangan ya perbaiki bukan terus terusan menutup kekurangan tersebut itu yang saya sebut hanya beberapa contoh sedikitnya kasus dari program mbg,id
"@ Nah ini, dan itupun hanya salah satu kasus saja terkait makanan basi, belum beberapa daerah menuntut untuk diganti saja makanan gratis menjadi sekolah gratis, belum lagi masalah katering di beberapa daerah yang bermasalah, hal hal tersebut justru perlu juga diakui masih ada kekurangan..",nah ini dan itupun hanya salah satu kasus saja terkait makanan basi belum beberapa daerah menuntut untuk diganti saja makanan gratis menjadi sekolah gratis belum lagi masalah katering di beberapa daerah yang bermasalah hal hal tersebut justru perlu juga diakui masih ada kekurangan,id
"jawaban2 pa prabowo msh normatif semua, cuma permukaan yg dipoles dng cara bertutur yg 'diusahakan' komunikatif, tp kualitas jawaban2 presiden sangat blm menjawab keresahan masyarakat thd issue2 yg terjadi sejak dia menjabat..keliatan emosi & ngak nyaman saat ditanya detail oleh bu uni dan najwa..kirain leadership beliau bagus, ternya omon2 doang ...kebanyakan retorika kosong spt ""utk rakyat' terlalu sering diucapkan, tp faktanya, pemerintah berjarak dng rakyat...yo wis, whatever will be, will be..",jawaban pa prabowo msh normatif semua cuma permukaan yg dipoles dng cara bertutur yg diusahakan komunikatif tp kualitas jawaban presiden sangat blm menjawab keresahan masyarakat thd issue yg terjadi sejak dia menjabatkeliatan emosi  ngak nyaman saat ditanya detail oleh bu uni dan najwakirain leadership beliau bagus ternya omon doang kebanyakan retorika kosong spt utk rakyat terlalu sering diucapkan tp faktanya pemerintah berjarak dng rakyatyo wis whatever will be will be,id
Dah aq yakin siapapun presidennya bakal kalah sama dpr pliss benerin dulu hukum ke koruptor angkat suara ini atau seenggaknya edukasi masif bahwa pemilihan dpr itu sama pentingnya sama memilih presiden. Gak ada gunanya kita bersuara trs gini kalau hukum nya belum bener,dah aq yakin siapapun presidennya bakal kalah sama dpr pliss benerin dulu hukum ke koruptor angkat suara ini atau seenggaknya edukasi masif bahwa pemilihan dpr itu sama pentingnya sama memilih presiden gak ada gunanya kita bersuara trs gini kalau hukum nya belum bener,id
"Bpk Presiden Prabowo mempidatokan bhw: Sesungguhnya Indonesia ini Kaya Raya, namun masih banyak Rakyatnya yang miskin.
Kampung Halamanku, Kerajaan Alam Surambi Sungai Pagu yang kini berganti nama Kab Solok Selatan, juga sangat Kaya Raya. Ada Potensi Panas Bumi sebesar 500 MW senilai 7 Triliyunan per tahun.
Ada Deposit Emas sebesar 10.000 Ton, tapi Penduduk nya yang hanya punya Uang 6 rb pembeli Beras 1/2 liter untuk di makan 6 orang.😭😭😭","bpk presiden prabowo mempidatokan bhw sesungguhnya indonesia ini kaya raya namun masih banyak rakyatnya yang miskin
kampung halamanku kerajaan alam surambi sungai pagu yang kini berganti nama kab solok selatan juga sangat kaya raya ada potensi panas bumi sebesar  mw senilai  triliyunan per tahun
ada deposit emas sebesar  ton tapi penduduk nya yang hanya punya uang  rb pembeli beras  liter untuk di makan  orang",id
Selamatkan 1 anak koruptor dengan alasan tidak adil untuk di miskinkan dan tutup mata ketika melihat jutaan anak Indonesia yang tidak mendapat keadilan.,selamatkan  anak koruptor dengan alasan tidak adil untuk di miskinkan dan tutup mata ketika melihat jutaan anak indonesia yang tidak mendapat keadilan,id
"Biasakan nonton dlu bro, jngn komen dulu.. nnti stlh selesai nonton, silahkan beri kesimpulan,dan point apa yg di dapat.",biasakan nonton dlu bro jngn komen dulu nnti stlh selesai nonton silahkan beri kesimpulandan point apa yg di dapat,id
sayang banget kaga ada Tempo 🤌🏽,sayang banget kaga ada tempo,id
"Yuk sering"" di adakan acara ini ... biar dari atas sampai bawah bergerak seirama
..
Per 3 bulan baik ❤","yuk sering di adakan acara ini  biar dari atas sampai bawah bergerak seirama

per  bulan baik",id
"Pak sya pendukung Bapak,sya akan lebih salut lagi kalo bapa tindak anggota TNI Polri yg melanggar,dan para koruptor dihukum seberat beratnya,itu aj dulu beresin ,kalo yg lain lain nyusul nanti",pak sya pendukung bapaksya akan lebih salut lagi kalo bapa tindak anggota tni polri yg melanggardan para koruptor dihukum seberat beratnyaitu aj dulu beresin kalo yg lain lain nyusul nanti,id
"Jawaban pak Prabowo presiden yang kami hormati,terlalu biasa biasa aja.
Rakyat itu perlu kepastian bukan janjian.
Tegak lurus dengan rakyat,bukan tegak lurus dengan oknum2 tertentu.
Kasihan anak bangsa bapak presiden yang terhormat.
Coba bapak presiden pikirkan pengangguran di Indonesia gimna???
Dan ke uangan rakyat saat ini gimna???
Dan korupsi gimna??
Jngan pikirkan oknum yang sudah membela bapak jadi presiden,bapak harus nya berpikir untuk rakyat dan rakyat","jawaban pak prabowo presiden yang kami hormatiterlalu biasa biasa aja
rakyat itu perlu kepastian bukan janjian
tegak lurus dengan rakyatbukan tegak lurus dengan oknum tertentu
kasihan anak bangsa bapak presiden yang terhormat
coba bapak presiden pikirkan pengangguran di indonesia gimna
dan ke uangan rakyat saat ini gimna
dan korupsi gimna
jngan pikirkan oknum yang sudah membela bapak jadi presidenbapak harus nya berpikir untuk rakyat dan rakyat",id
"Gawatttt, Prabowo mulai menyalakan RAKYATT tidak mau mengkoreksi KABINET yang GEMUK GEMUK anggaran dan kinerja yang buruk terhadap publik",gawatttt prabowo mulai menyalakan rakyatt tidak mau mengkoreksi kabinet yang gemuk gemuk anggaran dan kinerja yang buruk terhadap publik,id
kenapa ya Pemred Tempo ga di undang?,kenapa ya pemred tempo ga di undang,id
"Perampasan aset nya untuk koruptor mana nih?? 
Diem"" Bae Pak","perampasan aset nya untuk koruptor mana nih 
diem bae pak",id
"GAES... ADA YG BIKIN TIMESLAP? 

Gedeg bgt mau nonton full.","gaes ada yg bikin timeslap 

gedeg bgt mau nonton full",id
Mereka dibayar bkn krena sudah bersedia diskusi. Tp krena bersedia menahan emosi 😅,mereka dibayar bkn krena sudah bersedia diskusi tp krena bersedia menahan emosi,id
Semoga di era kepemimpinan Pak Prabowo Subianto Indonesia semakin maju dan sejahtera,semoga di era kepemimpinan pak prabowo subianto indonesia semakin maju dan sejahtera,id
"Simple...Lelang jabatan.Angkat pejabat ,kasih target,tidak mencapai target langsung pecat...tidak pandang bulu..",simplelelang jabatanangkat pejabat kasih targettidak mencapai target langsung pecattidak pandang bulu,id
"Alhamdulillah ada acara seperti ini, menambah wawasan untuk bangsa kita ini.. banyak ilmu yang bermanfaat yang spontanitas di jabarkan beliau dalam memimpin negeri besar kita ini dimana tidak sesimple haters menulis koment menunjukan kualitasnya.",alhamdulillah ada acara seperti ini menambah wawasan untuk bangsa kita ini banyak ilmu yang bermanfaat yang spontanitas di jabarkan beliau dalam memimpin negeri besar kita ini dimana tidak sesimple haters menulis koment menunjukan kualitasnya,id
"Harus di turunkan secara paksa ini pak owo, membuat Indonesia ""cemas""😢. Ngomongnya ngalor-ngidul gak jelas😢",harus di turunkan secara paksa ini pak owo membuat indonesia cemas ngomongnya ngalorngidul gak jelas,id
"Bener. Jawabannya normatif, retorika n terkesan omon2",bener jawabannya normatif retorika n terkesan omon,id
"Miris sekali lur..
Joget aja lur nanti perut bisa kenyang sendiri😢","miris sekali lur
joget aja lur nanti perut bisa kenyang sendiri",id
"Yg mengatakan bahwa suatu negara disebut kaya kalau sumber daya alam nya melimpah ini adalah pola pikir para penjajah, pola pikir kolonialisme. Negara kaya bukan negara yg SDA nya banyak, tapi negara kaya dan maju adalah negara yang SDM nya tinggi dan sejahtera seperti singapura dan negara maju lainnya",yg mengatakan bahwa suatu negara disebut kaya kalau sumber daya alam nya melimpah ini adalah pola pikir para penjajah pola pikir kolonialisme negara kaya bukan negara yg sda nya banyak tapi negara kaya dan maju adalah negara yang sdm nya tinggi dan sejahtera seperti singapura dan negara maju lainnya,id
"@DengIcal-f6s  anda ini bicaranya lucu,gmn sdm tinggi,hari ini makan,besuk masih cari buat makan yg kurang gizi,masih mikir byr utang bank kreditan..mikir bayar kontrakan..sdm anda yg kurang tinggi...kasih solusi dong",dengicalfs  anda ini bicaranya lucugmn sdm tinggihari ini makanbesuk masih cari buat makan yg kurang gizimasih mikir byr utang bank kreditanmikir bayar kontrakansdm anda yg kurang tinggikasih solusi dong,id
​ @wahyudwisucahyono2137  lah siapa bilang indonesia SDM nya tinggi???😂 sy tdk bilang indonesia SDM tinggi sy tdk bilang indonesia negara kaya saya tidak bilang indonesia negara maju.. anda yang lucu kocak😂😂😂,wahyudwisucahyono  lah siapa bilang indonesia sdm nya tinggi sy tdk bilang indonesia sdm tinggi sy tdk bilang indonesia negara kaya saya tidak bilang indonesia negara maju anda yang lucu kocak,id
 @ZXV888  keburu tidur dengar omon2,zxv  keburu tidur dengar omon,id
Apa yg kau dapat emang? Sebut,apa yg kau dapat emang sebut,id
"Isinya cuma bercerita, ngga ada konsep",isinya cuma bercerita ngga ada konsep,id
​ @wuhuixian1957  bagaimana kamu akan dihargai/didengar kalo kamu tidak menghargai/mendengar orang lain?,wuhuixian  bagaimana kamu akan dihargaididengar kalo kamu tidak menghargaimendengar orang lain,id
"@region1976  settingan koq minta dihargai 😅. Entah km naif atau buzzer wowo, entahlah...",region  settingan koq minta dihargai  entah km naif atau buzzer wowo entahlah,id
"Kebiasaan suka terprovokasi duluan sama isi komentar yg ngomong ngomong aneh, sebelum tonton videonya",kebiasaan suka terprovokasi duluan sama isi komentar yg ngomong ngomong aneh sebelum tonton videonya,id
"uda dengerin, kebanyakan jawabannya ngeles sama normatif macem ""kan kita ini kan kita ini""",uda dengerin kebanyakan jawabannya ngeles sama normatif macem kan kita ini kan kita ini,id
"​ @abdikusuma4007 kan judulnyavaja Pak Prabowo Menjawab masku,  Bukan Pak Prabowo memberikan penjelasan terkait planning dan visi misinya untuk Indonesia...",abdikusuma kan judulnyavaja pak prabowo menjawab masku  bukan pak prabowo memberikan penjelasan terkait planning dan visi misinya untuk indonesia,id
"Dah berat kayaknya, dari gestur,  sering suka keringat sepertinya menahan emosi.
Karena anti kritik si doi","dah berat kayaknya dari gestur  sering suka keringat sepertinya menahan emosi
karena anti kritik si doi",id
kesimpulannya 3 jam yapping doang.,kesimpulannya  jam yapping doang,id
" @ZXV888  dah nonton...
Tiap kalimat selalu di akhiri kata...""iya kan?""
Seolah meminta pembenaran","zxv  dah nonton
tiap kalimat selalu di akhiri kataiya kan
seolah meminta pembenaran",id
Nonton sampe sellsai poinya sllu membnarkan sendri,nonton sampe sellsai poinya sllu membnarkan sendri,id
3 jam ngelantur gaada isinya sama sekali,jam ngelantur gaada isinya sama sekali,id
SDM RENDAH MANA MENGERTI,sdm rendah mana mengerti,id
"yapping 3 jam cuma defensif, orang nanya apa dijawab apa

kesimpulannya ya gaada apa2, jurnalis pulang dengan tangan kosong tanpa pertanyaannya dijawab dengan tepat","yapping  jam cuma defensif orang nanya apa dijawab apa

kesimpulannya ya gaada apa jurnalis pulang dengan tangan kosong tanpa pertanyaannya dijawab dengan tepat",id
"Nih bang isinya basically cuman ""kita masih lebih baik dari negara A, negara A begini kita nggak begini""",nih bang isinya basically cuman kita masih lebih baik dari negara a negara a begini kita nggak begini,id
"Aku nonton full.

Jujur aku blm dapat jawaban yg tegas terkait pertanyaan 2 nya . Terutama pertanyaan dari mba Nana, cuma nadanya aja yg tegas . 
Semoga kedepan nya Indonesia lebih baik . Pak Prabowo tetap mengutamakan kepentingan rakyat","aku nonton full

jujur aku blm dapat jawaban yg tegas terkait pertanyaan  nya  terutama pertanyaan dari mba nana cuma nadanya aja yg tegas  
semoga kedepan nya indonesia lebih baik  pak prabowo tetap mengutamakan kepentingan rakyat",id
"udah nonton ngga ada kesimpulan, gimana bos ?",udah nonton ngga ada kesimpulan gimana bos,id
blm nyiapin jawaban di script mas,blm nyiapin jawaban di script mas,id
"Telat lu broo, tempo dpt investasi dari Jon Soros,.. penghancur ekonomi suatu negaraa",telat lu broo tempo dpt investasi dari jon soros penghancur ekonomi suatu negaraa,id
​ @wulingrespectpku909 mana datanya mas kalo soros mendanai tempo? Apa cm konspirasi?,wulingrespectpku mana datanya mas kalo soros mendanai tempo apa cm konspirasi,id
 @xvnn6165  kebanyakan garem kali mas jadinya asing,xvnn  kebanyakan garem kali mas jadinya asing,id
 @RAHFirmansyah  itumah asin bang🤣,rahfirmansyah  itumah asin bang,id
"​ @wulingrespectpku909  it has passed on my fyp too, but if there is no valid data, how can I believe it? padahal kalo konteksnya 'penghancur ekonomi negara' mah keknya ga perlu jauh-jauh nuduh orang asing deh 😹",wulingrespectpku  it has passed on my fyp too but if there is no valid data how can i believe it padahal kalo konteksnya penghancur ekonomi negara mah keknya ga perlu jauhjauh nuduh orang asing deh,id
Dia udah tau jawabannya dia kan memiliki info A1 😁😂,dia udah tau jawabannya dia kan memiliki info a,id
" @SaNN2210  A4 aja mas, bisa buat nge-print wkwkwk",sann  a aja mas bisa buat ngeprint wkwkwk,id
Tapi jangan hanya wacana setelah itu hilang... kita kawal poelaksanaannya secara nyata alias jangan sampai hanya omon2 belaka,tapi jangan hanya wacana setelah itu hilang kita kawal poelaksanaannya secara nyata alias jangan sampai hanya omon belaka,id
 @KhalifahSM Presiden Lo emang kagak jelas. Masih aja dijilatin,khalifahsm presiden lo emang kagak jelas masih aja dijilatin,id
"​ @AI-hz4yp   terus yg jelas siapa ?
Di kira mudah nerusin Jokowi,,lu kan tau sendiri
Apalagi Anies/Ganjar yg jadi bisa tambah parah
Lu GK anggep ya udah","aihzyp   terus yg jelas siapa 
di kira mudah nerusin jokowilu kan tau sendiri
apalagi aniesganjar yg jadi bisa tambah parah
lu gk anggep ya udah",id
 @ananda86-g5f  Beda lah. Setidaknya mereka bukan penjilat Jokowi. Nah Presiden Lo Jokower. Mamam dah. Majikannya Jokowi. Bawa2 anak Jokowi biar menang. Sekarang dia adalah penjilat Jokowi,anandagf  beda lah setidaknya mereka bukan penjilat jokowi nah presiden lo jokower mamam dah majikannya jokowi bawa anak jokowi biar menang sekarang dia adalah penjilat jokowi,id
 @blablaokt  danantara juga penuh orang aseng?,blablaokt  danantara juga penuh orang aseng,id
"Dua kata lucu: ""antek aseng"" 😅",dua kata lucu antek aseng,id
 @anonim4070  kau liat penjelasan pak presiden jgn jadi antek aseng hobby giring opini,anonim  kau liat penjelasan pak presiden jgn jadi antek aseng hobby giring opini,id
" @abhibagus1093  dua kata lucu ""independent A1""",abhibagus  dua kata lucu independent a,id
 @blablaokt  salah satu media tertua di Indonesia dikatain punya asing 🤔,blablaokt  salah satu media tertua di indonesia dikatain punya asing,id
